study_name	BioProject	sample_id	NCBI_accession	uuid
WallenZD_2022	PRJNA834801	SAMN28061833	SRR19064642	26decce1-fe91-438b-9d71-2efda9ea47b0
WallenZD_2022	PRJNA834801	SAMN28061834	SRR19064914	db4e396f-0892-48bb-89a9-faa56c24ffbc
WallenZD_2022	PRJNA834801	SAMN28061835	SRR19064913	0bbb6801-3d46-49ea-9032-f31b0a2572d0
WallenZD_2022	PRJNA834801	SAMN28061836	SRR19064912	b423cc39-06bc-4c2d-b05f-2f307fbc5635
WallenZD_2022	PRJNA834801	SAMN28061837	SRR19064911	8a46cf70-3706-417b-8dc1-37d014670432
WallenZD_2022	PRJNA834801	SAMN28061838	SRR19064910	d5794b1b-6dcb-4b5a-95d7-b382107e2a97
WallenZD_2022	PRJNA834801	SAMN28061839	SRR19064909	42bab2b6-22c1-4883-ba89-d2e0e9b21308
WallenZD_2022	PRJNA834801	SAMN28061840	SRR19064908	5f2a789d-1a41-4e44-b9c8-cd3c0a330989
WallenZD_2022	PRJNA834801	SAMN28061841	SRR19064907	a83db807-3e35-40fa-976a-ae0530b0f23f
WallenZD_2022	PRJNA834801	SAMN28061842	SRR19064906	7b649751-9ba0-460a-b417-f4d4658a1474
WallenZD_2022	PRJNA834801	SAMN28061843	SRR19064905	b15ad072-0019-429d-996e-95e2c4c7c615
WallenZD_2022	PRJNA834801	SAMN28061844	SRR19064903	e5a99f83-670e-4e23-9b44-2ca260aad815
WallenZD_2022	PRJNA834801	SAMN28061845	SRR19064902	5388fd79-8367-4578-9484-b87c4781f0e3
WallenZD_2022	PRJNA834801	SAMN28061846	SRR19064901	2d787496-1209-422d-8049-affa6e234f6e
WallenZD_2022	PRJNA834801	SAMN28061847	SRR19064900	80c9813d-e6bb-4ba0-af5a-44b8ae07a9db
WallenZD_2022	PRJNA834801	SAMN28061848	SRR19064899	0939134f-8dd8-4b6f-8d33-6463fccbc8f1
WallenZD_2022	PRJNA834801	SAMN28061849	SRR19064898	6d3c851e-c928-4e2b-8427-89964ca12574
WallenZD_2022	PRJNA834801	SAMN28061850	SRR19064897	04bcee67-28f4-48a3-bbda-1e8009443205
WallenZD_2022	PRJNA834801	SAMN28061851	SRR19064896	87ce6ff3-ea2b-46ac-bc3e-468cd477c313
WallenZD_2022	PRJNA834801	SAMN28061852	SRR19064895	26fd9e62-8632-4764-9b2b-dd78a1c11778
WallenZD_2022	PRJNA834801	SAMN28061853	SRR19064894	153f6d98-fb80-4484-a60f-2369d1c340f9
WallenZD_2022	PRJNA834801	SAMN28061854	SRR19064892	5cd3b85a-6cb1-4a57-88bd-72edf3e38fe0
WallenZD_2022	PRJNA834801	SAMN28061855	SRR19064891	7ac4eb94-472e-449d-b1da-87df1abcf659
WallenZD_2022	PRJNA834801	SAMN28061856	SRR19064890	89195142-e419-4c86-a275-e58bb252971d
WallenZD_2022	PRJNA834801	SAMN28061857	SRR19064889	88c9756a-36ee-4fae-960e-4a1558a89b83
WallenZD_2022	PRJNA834801	SAMN28061858	SRR19064888	0422f56e-b52b-4d3f-ada1-2d30e00aba98
